,Dollar,Ibovespa,Selic
2009-03-19,2.250999927520752,40453.0,11.25
2009-03-20,2.2639999389648438,40076.0,11.25
2009-03-23,2.2699999809265137,42439.0,11.25
2009-03-24,2.2439000606536865,41476.0,11.25
2009-03-25,2.2386999130249023,41799.0,11.25
2009-03-26,2.2353999614715576,42589.0,11.25
2009-03-27,2.275399923324585,41907.0,11.25
2009-03-30,2.322999954223633,40653.0,11.25
2009-03-31,2.306999921798706,40926.0,11.25
2009-04-01,2.2785000801086426,41976.0,11.25
2009-04-02,2.2269999980926514,43736.0,11.25
2009-04-03,2.1993000507354736,44391.0,11.25
2009-04-06,2.2214999198913574,44167.0,11.25
2009-04-07,2.2258999347686768,43825.0,11.25
2009-04-08,2.1972999572753906,44182.0,11.25
2009-04-09,2.174999952316284,45539.0,11.25
2009-04-10,2.1810998916625977,,11.25
2009-04-13,,45992.0,11.25
2009-04-14,2.1770999431610107,45418.0,11.25
2009-04-15,2.194000005722046,45273.0,11.25
2009-04-16,2.177000045776367,46025.0,11.25
2009-04-17,2.1826000213623047,45778.0,11.25
2009-04-20,2.230299949645996,44433.0,11.25
2009-04-21,2.239000082015991,,11.25
2009-04-22,2.2009999752044678,44888.0,11.25
2009-04-23,2.2074999809265137,45801.0,11.25
2009-04-24,2.19350004196167,46772.0,11.25
2009-04-27,2.196199893951416,45820.0,11.25
2009-04-28,2.1542999744415283,45821.0,11.25
2009-04-29,2.15910005569458,47227.0,11.25
2009-04-30,2.1689000129699707,47290.0,10.25
2009-05-01,2.180000066757202,,10.25
2009-05-04,2.1326000690460205,50405.0,10.25
2009-05-05,2.146899938583374,50670.0,10.25
2009-05-06,2.1115000247955322,51499.0,10.25
2009-05-07,2.103300094604492,50058.0,10.25
2009-05-08,2.072999954223633,51396.0,10.25
2009-05-11,2.049799919128418,50976.0,10.25
2009-05-12,2.059499979019165,50326.0,10.25
2009-05-13,2.1008999347686768,48679.0,10.25
2009-05-14,2.0985000133514404,49446.0,10.25
2009-05-15,2.078399896621704,49007.0,10.25
2009-05-18,2.077199935913086,51463.0,10.25
2009-05-19,2.044800043106079,51347.0,10.25
2009-05-20,2.017400026321411,51245.0,10.25
2009-05-21,2.0374999046325684,50087.0,10.25
2009-05-22,2.0237998962402344,50568.0,10.25
2009-05-25,2.0201001167297363,50816.0,10.25
2009-05-26,2.0336999893188477,51841.0,10.25
2009-05-27,2.01200008392334,51792.0,10.25
2009-05-28,2.004199981689453,53041.0,10.25
2009-05-29,1.9652999639511108,53198.0,10.25
2009-06-01,,54486.0,10.25
2009-06-02,1.940999984741211,54000.0,10.25
2009-06-03,1.945199966430664,52087.0,10.25
2009-06-04,1.9421000480651855,53464.0,10.25
2009-06-05,1.9559999704360962,53341.0,10.25
2009-06-08,1.975100040435791,53630.0,10.25
2009-06-09,1.9426000118255615,53157.0,10.25
2009-06-10,1.947700023651123,53411.0,10.25
2009-06-11,1.9470000267028809,,10.25
2009-06-12,1.9205000400543213,53558.0,9.25
2009-06-15,1.9574999809265137,52034.0,9.25
2009-06-16,1.9674999713897705,51206.0,9.25
2009-06-17,1.9789999723434448,51046.0,9.25
2009-06-18,1.9110000133514404,50903.0,9.25
2009-06-19,1.9510999917984009,51374.0,9.25
2009-06-22,2.01200008392334,49495.0,9.25
2009-06-23,1.999899983406067,49814.0,9.25
2009-06-24,1.9620000123977661,49672.0,9.25
2009-06-25,1.9606000185012817,51515.0,9.25
2009-06-26,1.9299999475479126,51486.0,9.25
2009-06-29,1.954200029373169,52138.0,9.25
2009-06-30,1.9628000259399414,51465.0,9.25
2009-07-01,1.9279999732971191,51544.0,9.25
2009-07-02,1.9532999992370605,51025.0,9.25
2009-07-03,1.950700044631958,50935.0,9.25
2009-07-06,1.9240000247955322,50622.0,9.25
2009-07-07,1.9646999835968018,49457.0,9.25
2009-07-08,2.0004000663757324,49178.0,9.25
2009-07-09,1.9424999952316284,,9.25
2009-07-10,2.013000011444092,49221.0,9.25
2009-07-13,1.9874000549316406,49187.0,9.25
2009-07-14,1.9664000272750854,48873.0,9.25
2009-07-15,1.9355000257492065,51297.0,9.25
2009-07-16,1.8890999555587769,51918.0,9.25
2009-07-17,1.9254000186920166,52072.0,9.25
2009-07-20,1.9040000438690186,53155.0,9.25
2009-07-21,1.9062000513076782,53234.0,9.25
2009-07-22,1.9021999835968018,53073.0,9.25
2009-07-23,1.8847999572753906,54249.0,8.75
2009-07-24,1.8937000036239624,54457.0,8.75
2009-07-27,1.8804999589920044,54549.0,8.75
2009-07-28,1.88100004196167,54472.0,8.75
2009-07-29,1.8990000486373901,53735.0,8.75
2009-07-30,1.8766000270843506,54478.0,8.75
2009-07-31,1.8633999824523926,54766.0,8.75
2009-08-03,1.8329999446868896,55998.0,8.75
2009-08-04,1.8306000232696533,56038.0,8.75
2009-08-05,1.8320000171661377,56384.0,8.75
2009-08-06,1.8284000158309937,55755.0,8.75
2009-08-07,1.823199987411499,56330.0,8.75
2009-08-10,1.8450000286102295,56830.0,8.75
2009-08-11,1.8509999513626099,55761.0,8.75
2009-08-12,1.8329999446868896,56588.0,8.75
2009-08-13,1.830299973487854,57048.0,8.75
2009-08-14,1.8415000438690186,56638.0,8.75
2009-08-17,1.7999999523162842,55218.0,8.75
2009-08-18,1.7999999523162842,55749.0,8.75
2009-08-19,1.8603999614715576,56156.0,8.75
2009-08-20,1.840000033378601,56831.0,8.75
2009-08-21,1.8289999961853027,57729.0,8.75
2009-08-24,1.7972999811172485,57775.0,8.75
2009-08-25,1.8372000455856323,57421.0,8.75
2009-08-26,1.871999979019165,57766.0,8.75
2009-08-27,1.8791999816894531,57704.0,8.75
2009-08-28,1.8233000040054321,57701.0,8.75
2009-08-31,1.8739999532699585,56489.0,8.75
2009-09-01,1.9129999876022339,55815.0,8.75
2009-09-02,1.8878999948501587,55386.0,8.75
2009-09-03,1.8665000200271606,55707.0,8.75
2009-09-04,1.8431999683380127,56652.0,8.75
2009-09-07,1.8398000001907349,,8.75
2009-09-08,1.8233000040054321,57855.0,8.75
2009-09-09,1.8359999656677246,57910.0,8.75
2009-09-10,1.815999984741211,58536.0,8.75
2009-09-11,1.808500051498413,58366.0,8.75
2009-09-14,1.8140000104904175,58868.0,8.75
2009-09-15,1.8035999536514282,59264.0,8.75
2009-09-16,1.7963999509811401,60411.0,8.75
2009-09-17,1.8073999881744385,60236.0,8.75
2009-09-18,1.805899977684021,60703.0,8.75
2009-09-21,1.771399974822998,60928.0,8.75
2009-09-22,1.8029999732971191,61493.0,8.75
2009-09-23,1.7877000570297241,60496.0,8.75
2009-09-24,1.753499984741211,60046.0,8.75
2009-09-25,1.7990000247955322,60356.0,8.75
2009-09-28,1.7412999868392944,61317.0,8.75
2009-09-29,1.784600019454956,61235.0,8.75
2009-09-30,1.7720999717712402,61518.0,8.75
2009-10-01,1.7796000242233276,60459.0,8.75
2009-10-02,1.7454999685287476,61172.0,8.75
2009-10-05,1.7683000564575195,62369.0,8.75
2009-10-06,1.746999979019165,62671.0,8.75
2009-10-07,1.7583999633789062,62638.0,8.75
2009-10-08,1.7380000352859497,63760.0,8.75
2009-10-09,1.7376999855041504,64071.0,8.75
2009-10-12,1.7396999597549438,,8.75
2009-10-13,1.7289999723434448,64646.0,8.75
2009-10-14,1.7034000158309937,66201.0,8.75
2009-10-15,1.7015000581741333,66703.0,8.75
2009-10-16,1.7059999704360962,66200.0,8.75
2009-10-19,1.7066999673843384,67239.0,8.75
2009-10-20,1.7525999546051025,65303.0,8.75
2009-10-21,1.7307000160217285,65486.0,8.75
2009-10-22,1.7243000268936157,66135.0,8.75
2009-10-23,1.664199948310852,65059.0,8.75
2009-10-26,1.7158000469207764,65086.0,8.75
2009-10-27,1.7319999933242798,63161.0,8.75
2009-10-28,1.7541999816894531,60162.0,8.75
2009-10-29,1.7330000400543213,63721.0,8.75
2009-10-30,1.7023999691009521,61546.0,8.75
2009-11-02,1.7608000040054321,,8.75
2009-11-03,1.7404999732971191,62643.0,8.75
2009-11-04,1.7170000076293945,63913.0,8.75
2009-11-05,1.7204999923706055,64816.0,8.75
2009-11-06,1.7151000499725342,64466.0,8.75
2009-11-09,1.6979000568389893,66214.0,8.75
2009-11-10,1.708299994468689,66303.0,8.75
2009-11-11,1.7172000408172607,66431.0,8.75
2009-11-12,1.7337000370025635,64448.0,8.75
2009-11-13,1.7233999967575073,65326.0,8.75
2009-11-16,1.7079999446868896,66627.0,8.75
2009-11-17,1.7100000381469727,67406.0,8.75
2009-11-18,1.715999960899353,66516.0,8.75
2009-11-19,1.7300000190734863,66327.0,8.75
2009-11-20,1.732699990272522,,8.75
2009-11-23,1.7265000343322754,66809.0,8.75
2009-11-24,1.7283999919891357,67317.0,8.75
2009-11-25,1.7309999465942383,67917.0,8.75
2009-11-26,1.7512999773025513,66392.0,8.75
2009-11-27,1.7424999475479126,67082.0,8.75
2009-11-30,1.7476999759674072,67044.0,8.75
2009-12-01,1.7245999574661255,68546.0,8.75
2009-12-02,1.7170000076293945,68615.0,8.75
2009-12-03,1.7039999961853027,68315.0,8.75
2009-12-04,1.7211999893188477,67604.0,8.75
2009-12-07,1.7239999771118164,68512.0,8.75
2009-12-08,1.7479000091552734,67729.0,8.75
2009-12-09,1.7603000402450562,68012.0,8.75
2009-12-10,1.769700050354004,68728.0,8.75
2009-12-11,1.7590999603271484,69267.0,8.75
2009-12-14,1.7445000410079956,69349.0,8.75
2009-12-15,1.750599980354309,69311.0,8.75
2009-12-16,1.7443000078201294,68622.0,8.75
2009-12-17,1.7903000116348267,67068.0,8.75
2009-12-18,1.7864999771118164,66794.0,8.75
2009-12-21,1.7795000076293945,65925.0,8.75
2009-12-22,1.7796000242233276,67418.0,8.75
2009-12-23,1.7615000009536743,67589.0,8.75
2009-12-24,1.7272000312805176,,8.75
2009-12-28,1.7359999418258667,67902.0,8.75
2009-12-29,1.7359999418258667,68296.0,8.75
2009-12-30,1.7389999628067017,68588.0,8.75
2009-12-31,1.7430000305175781,,8.75
2010-01-04,1.718999981880188,70045.0,8.75
2010-01-05,1.7369999885559082,70240.0,8.75
2010-01-06,1.7315000295639038,70729.0,8.75
2010-01-07,1.7388999462127686,70451.0,8.75
2010-01-08,1.7319999933242798,70263.0,8.75
2010-01-11,1.7309999465942383,70433.0,8.75
2010-01-12,1.7373000383377075,70076.0,8.75
2010-01-13,1.74590003490448,70385.0,8.75
2010-01-14,1.7640999555587769,69801.0,8.75
2010-01-15,1.7644000053405762,68978.0,8.75
2010-01-18,1.7632999420166016,69401.0,8.75
2010-01-19,1.7741999626159668,69909.0,8.75
2010-01-20,1.7894999980926514,68200.0,8.75
2010-01-21,1.8007999658584595,66270.0,8.75
2010-01-22,1.8187999725341797,66220.0,8.75
2010-01-25,1.7834999561309814,,8.75
2010-01-26,1.8336000442504883,65524.0,8.75
2010-01-27,1.8495999574661255,65070.0,8.75
2010-01-28,1.8680000305175781,65588.0,8.75
2010-01-29,1.8729000091552734,65402.0,8.75
2010-02-01,1.8624000549316406,66572.0,8.75
2010-02-02,1.830399990081787,67163.0,8.75
2010-02-03,1.850000023841858,67109.0,8.75
2010-02-04,1.8803999423980713,63934.0,8.75
2010-02-05,1.882699966430664,62763.0,8.75
2010-02-08,1.871500015258789,63153.0,8.75
2010-02-09,1.843000054359436,64718.0,8.75
2010-02-10,1.850600004196167,65051.0,8.75
2010-02-11,1.8515000343322754,66129.0,8.75
2010-02-12,1.8585000038146973,65855.0,8.75
2010-02-15,1.8514000177383423,,8.75
2010-02-16,1.8424999713897705,,8.75
2010-02-17,1.8329999446868896,67285.0,8.75
2010-02-18,1.819000005722046,67836.0,8.75
2010-02-19,1.8035000562667847,67597.0,8.75
2010-02-22,1.8079999685287476,67184.0,8.75
2010-02-23,1.819599986076355,66108.0,8.75
2010-02-24,1.818600058555603,65795.0,8.75
2010-02-25,1.8359999656677246,66121.0,8.75
2010-02-26,1.805999994277954,66503.0,8.75
2010-03-01,1.7979999780654907,67228.0,8.75
2010-03-02,1.7324999570846558,67779.0,8.75
2010-03-03,1.7879999876022339,67641.0,8.75
2010-03-04,1.7884999513626099,67815.0,8.75
2010-03-05,1.777999997138977,68847.0,8.75
2010-03-08,1.7847000360488892,68575.0,8.75
2010-03-09,1.781000018119812,69576.0,8.75
2010-03-10,1.7680000066757202,69979.0,8.75
2010-03-11,1.7690000534057617,69885.0,8.75
2010-03-12,1.7610000371932983,69341.0,8.75
2010-03-15,1.7613999843597412,69024.0,8.75
2010-03-16,1.7661999464035034,69942.0,8.75
2010-03-17,1.7619999647140503,69723.0,8.75
2010-03-18,1.7710000276565552,69697.0,8.75
2010-03-19,1.7949999570846558,68829.0,8.75
2010-03-22,1.7990000247955322,69042.0,8.75
2010-03-23,1.7805999517440796,69387.0,8.75
2010-03-24,1.7933000326156616,68913.0,8.75
2010-03-25,1.7990000247955322,68442.0,8.75
2010-03-26,1.8229999542236328,68683.0,8.75
2010-03-29,1.808500051498413,69939.0,8.75
2010-03-30,1.7937999963760376,69960.0,8.75
2010-03-31,1.780500054359436,70372.0,8.75
2010-04-01,1.7654000520706177,71136.0,8.75
2010-04-02,1.7649999856948853,,8.75
2010-04-05,1.7604999542236328,71290.0,8.75
2010-04-06,1.753000020980835,71096.0,8.75
2010-04-07,1.7769999504089355,70793.0,8.75
2010-04-08,1.7730000019073486,71785.0,8.75
2010-04-09,1.7710000276565552,71417.0,8.75
2010-04-12,1.7561999559402466,70614.0,8.75
2010-04-13,1.7135000228881836,70792.0,8.75
2010-04-14,1.746000051498413,71035.0,8.75
2010-04-15,1.75,70524.0,8.75
2010-04-16,1.7561999559402466,69421.0,8.75
2010-04-19,1.7603000402450562,69098.0,8.75
2010-04-20,1.752500057220459,69318.0,8.75
2010-04-21,1.7480000257492065,,8.75
2010-04-22,1.7634999752044678,69386.0,8.75
2010-04-23,1.7627999782562256,69509.0,8.75
2010-04-26,1.74399995803833,68872.0,8.75
2010-04-27,1.7649999856948853,66511.0,8.75
2010-04-28,1.7581000328063965,66656.0,8.75
2010-04-29,1.7309999465942383,67978.0,9.5
2010-04-30,1.728700041770935,67530.0,9.5
2010-05-03,1.7309999465942383,67119.0,9.5
2010-05-04,1.7493000030517578,64869.0,9.5
2010-05-05,1.7798000574111938,64914.0,9.5
2010-05-06,1.8341000080108643,63414.0,9.5
2010-05-07,1.8494999408721924,62871.0,9.5
2010-05-10,1.774899959564209,65453.0,9.5
2010-05-11,1.7755000591278076,64425.0,9.5
2010-05-12,1.7734999656677246,65224.0,9.5
2010-05-13,1.7699999809265137,64788.0,9.5
2010-05-14,1.8025000095367432,63412.0,9.5
2010-05-17,1.8033000230789185,62866.0,9.5
2010-05-18,1.815999984741211,60841.0,9.5
2010-05-19,1.829699993133545,59689.0,9.5
2010-05-20,1.8847999572753906,58192.0,9.5
2010-05-21,1.8467999696731567,60259.0,9.5
2010-05-24,1.8622000217437744,59915.0,9.5
2010-05-25,1.868499994277954,59184.0,9.5
2010-05-26,1.8630000352859497,60190.0,9.5
2010-05-27,1.815999984741211,62092.0,9.5
2010-05-28,1.8142999410629272,61947.0,9.5
2010-05-31,1.8143999576568604,63047.0,9.5
2010-06-01,1.8339999914169312,61841.0,9.5
2010-06-02,1.8309999704360962,62943.0,9.5
2010-06-03,1.8193999528884888,,9.5
2010-06-04,1.8388999700546265,61676.0,9.5
2010-06-07,1.8739999532699585,61183.0,9.5
2010-06-08,1.8600000143051147,61856.0,9.5
2010-06-09,1.8420000076293945,61479.0,9.5
2010-06-10,1.8122999668121338,63049.0,10.25
2010-06-11,1.8115999698638916,63605.0,10.25
2010-06-14,1.8016999959945679,63533.0,10.25
2010-06-15,1.784600019454956,64442.0,10.25
2010-06-16,1.7868000268936157,64751.0,10.25
2010-06-17,1.7854000329971313,64541.0,10.25
2010-06-18,1.7723000049591064,64438.0,10.25
2010-06-21,1.7635999917984009,64829.0,10.25
2010-06-22,1.7668999433517456,64811.0,10.25
2010-06-23,1.8011000156402588,65160.0,10.25
2010-06-24,1.778499960899353,63937.0,10.25
2010-06-25,1.7799999713897705,64824.0,10.25
2010-06-28,1.781999945640564,64225.0,10.25
2010-06-29,1.807800054550171,61978.0,10.25
2010-06-30,1.7908999919891357,60936.0,10.25
2010-07-01,1.7989000082015991,61236.0,10.25
2010-07-02,1.7745000123977661,61430.0,10.25
2010-07-05,1.7733999490737915,60865.0,10.25
2010-07-06,1.7669999599456787,62065.0,10.25
2010-07-07,1.7649999856948853,63284.0,10.25
2010-07-08,1.7683000564575195,63476.0,10.25
2010-07-09,1.7563999891281128,,10.25
2010-07-12,1.7599999904632568,62960.0,10.25
2010-07-13,1.75600004196167,63686.0,10.25
2010-07-14,1.7660000324249268,63479.0,10.25
2010-07-15,1.7699999809265137,63489.0,10.25
2010-07-16,1.7826000452041626,62339.0,10.25
2010-07-19,1.7862999439239502,63297.0,10.25
2010-07-20,1.7736999988555908,64463.0,10.25
2010-07-21,1.771399974822998,64477.0,10.25
2010-07-22,1.760200023651123,65748.0,10.75
2010-07-23,1.7604999542236328,66323.0,10.75
2010-07-26,1.7655999660491943,66443.0,10.75
2010-07-27,1.760699987411499,66674.0,10.75
2010-07-28,1.7623000144958496,66808.0,10.75
2010-07-29,1.764799952507019,66954.0,10.75
2010-07-30,1.7584999799728394,67515.0,10.75
2010-08-02,1.742900013923645,68517.0,10.75
2010-08-03,1.7537000179290771,67997.0,10.75
2010-08-04,1.7537000179290771,68272.0,10.75
2010-08-05,1.7525999546051025,68412.0,10.75
2010-08-06,1.753499984741211,68095.0,10.75
2010-08-09,1.7074999809265137,67862.0,10.75
2010-08-10,1.7510000467300415,67223.0,10.75
2010-08-11,1.7599999904632568,65790.0,10.75
2010-08-12,1.7684999704360962,65966.0,10.75
2010-08-13,1.7663999795913696,66264.0,10.75
2010-08-16,1.722000002861023,66702.0,10.75
2010-08-17,1.7553999423980713,67584.0,10.75
2010-08-18,1.7477999925613403,67638.0,10.75
2010-08-19,1.7488000392913818,66887.0,10.75
2010-08-20,1.760599970817566,66677.0,10.75
2010-08-23,1.7128000259399414,65982.0,10.75
2010-08-24,1.761299967765808,65156.0,10.75
2010-08-25,1.7609000205993652,64803.0,10.75
2010-08-26,1.7648999691009521,63867.0,10.75
2010-08-27,1.7562999725341797,65585.0,10.75
2010-08-30,1.6992000341415405,64261.0,10.75
2010-08-31,1.7549999952316284,65145.0,10.75
2010-09-01,1.750100016593933,67073.0,10.75
2010-09-02,1.7400000095367432,66808.0,10.75
2010-09-03,1.7395000457763672,66679.0,10.75
2010-09-06,1.6740000247955322,66747.0,10.75
2010-09-07,1.7249000072479248,,10.75
2010-09-08,1.7300000190734863,66407.0,10.75
2010-09-09,1.7192000150680542,66624.0,10.75
2010-09-10,1.7231999635696411,66807.0,10.75
2010-09-13,1.6679999828338623,68031.0,10.75
2010-09-14,1.7165000438690186,67692.0,10.75
2010-09-15,1.7015000581741333,68107.0,10.75
2010-09-16,1.7211999893188477,67663.0,10.75
2010-09-17,1.7174999713897705,67089.0,10.75
2010-09-20,1.6655000448226929,68190.0,10.75
2010-09-21,1.7265000343322754,67719.0,10.75
2010-09-22,1.7244999408721924,68325.0,10.75
2010-09-23,1.674299955368042,68794.0,10.75
2010-09-24,1.7177000045776367,68196.0,10.75
2010-09-27,1.6643999814987183,68816.0,10.75
2010-09-28,1.7089999914169312,69228.0,10.75
2010-09-29,1.7089999914169312,69228.0,10.75
2010-09-30,1.7035000324249268,69430.0,10.75
2010-10-01,1.6960999965667725,70229.0,10.75
2010-10-04,1.6334999799728394,70385.0,10.75
2010-10-05,1.6974999904632568,71283.0,10.75
2010-10-06,1.6690000295639038,70541.0,10.75
2010-10-07,1.684000015258789,69918.0,10.75
2010-10-08,1.6778000593185425,70809.0,10.75
2010-10-11,1.6258000135421753,70946.0,10.75
2010-10-12,1.6612999439239502,,10.75
2010-10-13,1.6699999570846558,71675.0,10.75
2010-10-14,1.652500033378601,71692.0,10.75
2010-10-15,1.660599946975708,71830.0,10.75
2010-10-18,1.6064000129699707,71736.0,10.75
2010-10-19,1.6720000505447388,69864.0,10.75
2010-10-20,1.690000057220459,70405.0,10.75
2010-10-21,1.6749999523162842,69652.0,10.75
2010-10-22,1.694000005722046,69530.0,10.75
2010-10-25,1.6439000368118286,69580.0,10.75
2010-10-26,1.6998000144958496,70740.0,10.75
2010-10-27,1.702299952507019,70569.0,10.75
2010-10-28,1.718999981880188,70320.0,10.75
2010-10-29,1.7135000228881836,70673.0,10.75
2010-11-01,1.6461999416351318,71561.0,10.75
2010-11-02,1.704300045967102,,10.75
2010-11-03,1.7009999752044678,71905.0,10.75
2010-11-04,1.6890000104904175,72996.0,10.75
2010-11-05,1.6747000217437744,72607.0,10.75
2010-11-08,1.6790000200271606,72657.0,10.75
2010-11-09,1.6959999799728394,71679.0,10.75
2010-11-10,1.6959999799728394,71638.0,10.75
2010-11-11,1.7100000381469727,71195.0,10.75
2010-11-12,1.721500039100647,70367.0,10.75
2010-11-15,1.6704000234603882,,10.75
2010-11-16,1.7200000286102295,69192.0,10.75
2010-11-17,1.7359999418258667,69709.0,10.75
2010-11-18,1.726199984550476,70781.0,10.75
2010-11-19,1.7109999656677246,70898.0,10.75
2010-11-22,1.6729999780654907,69633.0,10.75
2010-11-23,1.7208000421524048,67953.0,10.75
2010-11-24,1.7335000038146973,69629.0,10.75
2010-11-25,1.722000002861023,69362.0,10.75
2010-11-26,1.715499997138977,68226.0,10.75
2010-11-29,1.729599952697754,67908.0,10.75
2010-11-30,1.7170000076293945,67705.0,10.75
2010-12-01,1.7144999504089355,69346.0,10.75
2010-12-02,1.705899953842163,69527.0,10.75
2010-12-03,1.7015000581741333,69766.0,10.75
2010-12-06,1.6361000537872314,69552.0,10.75
2010-12-07,1.6813000440597534,69338.0,10.75
2010-12-08,1.6770000457763672,68175.0,10.75
2010-12-09,1.6920000314712524,67879.0,10.75
2010-12-10,1.7036000490188599,68342.0,10.75
2010-12-13,1.7050000429153442,69126.0,10.75
2010-12-14,1.6929999589920044,68743.0,10.75
2010-12-15,1.6929999589920044,67870.0,10.75
2010-12-16,1.6988999843597412,67306.0,10.75
2010-12-17,1.704300045967102,67981.0,10.75
2010-12-20,1.666200041770935,67264.0,10.75
2010-12-21,1.7065999507904053,68215.0,10.75
2010-12-22,1.7000000476837158,68471.0,10.75
2010-12-23,1.6990000009536743,68486.0,10.75
2010-12-24,1.6922999620437622,,10.75
2010-12-27,1.6907000541687012,67803.0,10.75
2010-12-28,1.684999942779541,68041.0,10.75
2010-12-29,1.6901999711990356,68952.0,10.75
2010-12-30,1.6779999732971191,69305.0,10.75
2010-12-31,1.6619999408721924,,10.75
2011-01-03,1.6154999732971191,69962.0,10.75
2011-01-04,1.6464999914169312,70318.0,10.75
2011-01-05,1.6675000190734863,71091.0,10.75
2011-01-06,1.6749999523162842,70579.0,10.75
2011-01-07,1.6858999729156494,70057.0,10.75
2011-01-10,1.6354999542236328,70127.0,10.75
2011-01-11,1.6890000104904175,70423.0,10.75
2011-01-12,1.6416000127792358,71633.0,10.75
2011-01-13,1.6246999502182007,70721.0,10.75
2011-01-14,1.6690000295639038,70940.0,10.75
2011-01-17,1.6481000185012817,70609.0,10.75
2011-01-18,1.6821000576019287,70920.0,10.75
2011-01-19,1.6714999675750732,70058.0,10.75
2011-01-20,1.6699999570846558,69562.0,11.25
2011-01-21,1.635200023651123,69133.0,11.25
2011-01-24,1.6193000078201294,69427.0,11.25
2011-01-25,1.6705000400543213,,11.25
2011-01-26,1.6677000522613525,68709.0,11.25
2011-01-27,1.618299961090088,68051.0,11.25
2011-01-28,1.6722999811172485,66698.0,11.25
2011-01-31,1.6342999935150146,66575.0,11.25
2011-02-01,1.6670000553131104,67847.0,11.25
2011-02-02,1.6651999950408936,66688.0,11.25
2011-02-03,1.6627000570297241,66765.0,11.25
2011-02-04,1.6684000492095947,65269.0,11.25
2011-02-07,1.6241999864578247,65362.0,11.25
2011-02-08,1.6279000043869019,65771.0,11.25
2011-02-09,1.6644999980926514,64218.0,11.25
2011-02-10,1.6619999408721924,64578.0,11.25
2011-02-11,1.6641000509262085,65756.0,11.25
2011-02-14,1.6154999732971191,66558.0,11.25
2011-02-15,1.6664999723434448,66341.0,11.25
2011-02-16,1.6685999631881714,67571.0,11.25
2011-02-17,1.6690000295639038,67685.0,11.25
2011-02-18,1.6619999408721924,68067.0,11.25
2011-02-21,1.6145000457763672,67259.0,11.25
2011-02-22,1.6675000190734863,66440.0,11.25
2011-02-23,1.670699954032898,66910.0,11.25
2011-02-24,1.6710000038146973,66949.0,11.25
2011-02-25,1.6627000570297241,66903.0,11.25
2011-02-28,1.659999966621399,67383.0,11.25
2011-03-01,1.6588000059127808,66243.0,11.25
2011-03-02,1.6574000120162964,67282.0,11.25
2011-03-03,1.6541999578475952,68146.0,11.75
2011-03-04,1.6495000123977661,68012.0,11.75
2011-03-07,1.6398999691009521,,11.75
2011-03-08,1.6520999670028687,,11.75
2011-03-09,1.6540000438690186,67264.0,11.75
2011-03-10,1.6547000408172607,66041.0,11.75
2011-03-11,1.659000039100647,66685.0,11.75
2011-03-14,1.6561000347137451,67169.0,11.75
2011-03-15,1.6648999452590942,67005.0,11.75
2011-03-16,1.6632000207901,66003.0,11.75
2011-03-17,1.6759999990463257,66216.0,11.75
2011-03-18,1.6794999837875366,66880.0,11.75
2011-03-21,1.663699984550476,66690.0,11.75
2011-03-22,1.663599967956543,67578.0,11.75
2011-03-23,1.6592999696731567,67796.0,11.75
2011-03-24,1.659999966621399,67533.0,11.75
2011-03-25,1.6575000286102295,67766.0,11.75
2011-03-28,1.649899959564209,67193.0,11.75
2011-03-29,1.659999966621399,67419.0,11.75
2011-03-30,1.655900001525879,67997.0,11.75
2011-03-31,1.628499984741211,68587.0,11.75
2011-04-01,1.6272000074386597,69268.0,11.75
2011-04-04,1.6119999885559082,69704.0,11.75
2011-04-05,1.6052000522613525,69838.0,11.75
2011-04-06,1.6069999933242798,69037.0,11.75
2011-04-07,1.6146999597549438,69176.0,11.75
2011-04-08,1.592900037765503,68718.0,11.75
2011-04-11,1.5702999830245972,68164.0,11.75
2011-04-12,1.5771000385284424,66896.0,11.75
2011-04-13,1.590999960899353,66486.0,11.75
2011-04-14,1.5920000076293945,66279.0,11.75
2011-04-15,,66684.0,11.75
2011-04-18,1.568600058555603,65415.0,11.75
2011-04-19,1.5889999866485596,66158.0,11.75
2011-04-20,1.5785000324249268,67058.0,11.75
2011-04-21,1.569000005722046,,11.75
2011-04-22,1.569000005722046,,11.75
2011-04-25,1.5613000392913818,66972.0,12.0
2011-04-26,1.5750000476837158,67144.0,12.0
2011-04-27,1.5644999742507935,66264.0,12.0
2011-04-28,1.566499948501587,65673.0,12.0
2011-04-29,1.586300015449524,66133.0,12.0
2011-05-02,1.5633000135421753,65463.0,12.0
2011-05-03,1.5765000581741333,64318.0,12.0
2011-05-04,1.587499976158142,63616.0,12.0
2011-05-05,1.6050000190734863,63407.0,12.0
2011-05-06,1.625,64417.0,12.0
2011-05-09,1.5994000434875488,64622.0,12.0
2011-05-10,1.6154999732971191,64877.0,12.0
2011-05-11,1.6069999933242798,63776.0,12.0
2011-05-12,1.6198999881744385,64003.0,12.0
2011-05-13,1.6165000200271606,63235.0,12.0
2011-05-16,1.635599970817566,62830.0,12.0
2011-05-17,1.6308000087738037,63673.0,12.0
2011-05-18,1.6180000305175781,62841.0,12.0
2011-05-19,1.611299991607666,62367.0,12.0
2011-05-20,1.6159000396728516,62597.0,12.0
2011-05-23,1.611299991607666,62345.0,12.0
2011-05-24,1.6373000144958496,63337.0,12.0
2011-05-25,1.628499984741211,63388.0,12.0
2011-05-26,1.6265000104904175,64099.0,12.0
2011-05-27,1.6223000288009644,64295.0,12.0
